   543.412     0.055    88.184     4.669      1.85         7  
   543.666     0.036   141.132     4.627      1.92         8  
   543.675     0.038   193.342     6.313      2.00         9  
   543.668     0.034   211.291     6.279      2.10        10  
   543.705     0.031   231.038     5.917      2.20        11  
   543.689     0.030   221.790     5.757      2.30        12  
   543.739     0.032   226.712     6.148      2.40        13  
   543.671     0.034   201.682     5.971      2.50        14  
   543.653     0.036   183.510     5.725      2.60        15  
   543.620     0.045   159.775     6.594      2.70        16  
   543.574     0.048   158.433     7.745      2.80        17  
   543.641     0.046   140.466     6.490      2.90        18  
   543.656     0.042   129.845     4.145      3.00        19  
   543.576     0.054   120.157     6.881      3.10        20  
