   427.593     0.078    33.777     4.588      1.62         4  
   427.540     0.062    32.169     3.396      1.70         5  
   427.484     0.070    45.967     4.511      1.77         6  
   427.470     0.049    52.251     3.586      1.85         7  
   427.451     0.055    59.565     4.245      1.92         8  
   427.427     0.054    59.595     4.239      2.00         9  
   427.364     0.051    67.117     4.526      2.10        10  
   427.385     0.064    72.032     6.558      2.20        11  
   427.483     0.048    70.119     4.418      2.30        12  
   427.508     0.060    76.141     5.995      2.40        13  
   427.504     0.059    60.220     4.625      2.50        14  
   427.543     0.069    59.968     5.364      2.60        15  
   427.463     0.056    63.155     3.746      2.70        16  
   427.464     0.057    65.304     4.881      2.80        17  
   427.541     0.068    58.246     4.929      2.90        18  
   427.616     0.050    63.981     4.306      3.00        19  
   427.555     0.066    53.989     4.932      3.10        20  
  
