  1009.619     0.124    40.561     4.024      2.10        10  
  1009.896     0.104    48.407     5.352      2.20        11  
  1010.090     0.064    69.161     5.116      2.30        12  
  1010.184     0.082    86.942    11.629      2.40        13  
  1010.136     0.073    84.739     5.045      2.50        14  
  1010.147     0.079    91.319     7.162      2.60        15  
  1010.047     0.067    83.494     4.615      2.70        16  
  1010.031     0.077    97.185     6.571      2.80        17  
  1010.155     0.064    90.342     4.465      2.90        18  
  1009.908     0.052    99.389     3.643      3.00        19  
  1010.093     0.062   113.156     5.067      3.10        20  
