1297 1360 370  1590 
1390 920  0    9000 
1485 400  140  210  
1518 270  50   80   
1535 1200 450  2100 
1570 32000    9000 
1574 2000 0    9000 
1637 2100 0    9000 
1666 3000 1300 4800 
1669 440  210  450  
1691 1400 510  4700 
1728 1800 430  880  
1739 740  0    9000 
1745 1800 0    9000 
1766 3400 0    9000 
1840 3400 0    9000 
1863 420  80   120  
1886 1600 390  1300 
1895 530  100  90  
1910 550  180  260  
1982 130  15   17   
1999 730  130  160  
2180 240  80   190  
