  1275.831     0.070   352.227    17.127      1.40         1  
  1275.818     0.137   436.507    51.409      1.48         2  
  1275.810     0.078   484.249    36.287      1.55         3  
  1275.846     0.073   641.944    37.128      1.62         4  
  1275.877     0.071   725.019    39.875      1.70         5  
  1276.029     0.066   933.333    48.108      1.77         6  
  1275.944     0.054   887.326    31.204      1.85         7  
  1275.871     0.071   806.956    57.973      1.92         8  
  1275.932     0.081   865.728    68.409      2.00         9  
  1275.746     0.082   723.072    73.050      2.10        10  
  1275.957     0.056   866.431    34.593      2.20        11  
  1275.803     0.082   640.917    64.279      2.30        12  
  1275.827     0.077   700.349    50.704      2.40        13  
  1275.793     0.067   629.710    36.396      2.50        14  
  1275.787     0.093   618.756    62.151      2.60        15  
  1275.834     0.090   619.590    59.900      2.70        16  
  1275.777     0.066   616.503    33.513      2.80        17  
  1275.664     0.078   512.346    44.151      2.90        18  
  1275.817     0.076   583.654    44.943      3.00        19  
  1275.748     0.065   569.345    30.065      3.10        20  
