  1022.085     0.268    15.663     4.570      1.92         8  
  1022.189     0.100    40.877     4.043      2.00         9  
  1022.219     0.059    72.528     4.195      2.10        10  
  1022.241     0.069    74.790     5.298      2.20        11  
  1022.218     0.067    67.009     5.298      2.30        12  
  1022.250     0.056    97.486     6.411      2.40        13  
  1022.288     0.070    85.160     9.019      2.50        14  
  1022.124     0.052    96.136     7.958      2.60        15  
  1022.085     0.074    69.846     7.514      2.70        16  
  1022.065     0.066   106.506     7.085      2.80        17  
  1022.160     0.063    81.067     7.937      2.90        18  
  1022.095     0.060    73.370     6.583      3.00        19  
  1022.158     0.067    77.685     7.921      3.10        20  
  
