   947.378     0.142    38.003     3.686      2.00         9  
   947.179     0.121    55.194     4.444      2.10        10  
   947.445     0.096    75.366     4.915      2.20        11  
   947.451     0.089    78.461     4.824      2.30        12  
   947.545     0.075    95.757     5.270      2.40        13  
   947.443     0.087    88.447     5.316      2.50        14  
   947.409     0.082    94.053     4.958      2.60        15  
   947.317     0.089    89.079     5.052      2.70        16  
   947.555     0.102    75.325     5.483      2.80        17  
   947.395     0.119    67.716     5.550      2.90        18  
   947.374     0.119    75.102     5.973      3.00        19  
   947.263     0.108    68.589     4.979      3.10        20  
  
