   247.331     0.196    13.280     3.665      1.48         2  
   247.062     0.175    16.638     4.591      1.55         3  
   247.174     0.076    31.038     3.193      1.62         4  
   247.073     0.082    31.883     3.521      1.70         5  
   247.091     0.080    33.594     3.601      1.77         6  
   247.015     0.071    34.287     3.307      1.85         7  
   247.232     0.055    37.400     2.887      1.92         8  
   247.252     0.061    34.315     3.022      2.00         9  
   247.157     0.055    46.895     3.749      2.10        10  
   247.254     0.056    47.119     3.710      2.20        11  
   247.138     0.051    49.535     3.579      2.30        12  
   247.032     0.046    49.656     3.370      2.40        13  
   247.091     0.067    63.878     6.031      2.50        14  
   247.164     0.056    58.700     5.423      2.60        15  
   247.346     0.046    56.793     3.048      2.70        16  
   247.100     0.053    68.419     5.416      2.80        17  
   247.217     0.054    61.452     5.018      2.90        18  
   247.217     0.048    73.116     5.102      3.00        19  
   247.194     0.055    66.380     5.587      3.10        20 
