0.001000000	0.995018000
0.001150000	0.994274000
0.001260000	0.993729000
0.001400000	0.993036000
0.001580000	0.992146000
0.001740000	0.991356000
0.002000000	0.990075000
0.002260000	0.988796000
0.002510000	0.987570000
0.002780000	0.986248000
0.003160000	0.984393000
0.003590000	0.982301000
0.003980000	0.980410000
0.004450000	0.978139000
0.005010000	0.975445000
0.005550000	0.972860000
0.006310000	0.969240000
0.006740000	0.967203000
0.007000000	0.965975000
0.007550000	0.963385000
0.007940000	0.961555000
0.008500000	0.958939000
0.010000000	0.951992000
0.011540000	0.944949000
0.012590000	0.940198000
0.014600000	0.931219000
0.015850000	0.925709000
0.019950000	0.908031000
0.020000000	0.907819000
0.025120000	0.886568000
0.031620000	0.860827000
0.039810000	0.830238000
0.050120000	0.794418000
0.063100000	0.753155000
0.069400000	0.734522000
0.070000000	0.732791000
0.079430000	0.706562000
0.085540000	0.690484000
0.098140000	0.659409000
0.100000000	0.655044000
0.107584000	0.637799000
0.107890000	0.637121000
0.115440000	0.620821000
0.123691000	0.603893000
0.124000000	0.603276000
0.125890000	0.599530000
0.138870000	0.574955000
0.158490000	0.541283000
0.178350000	0.510875000
0.199530000	0.481904000
0.224110000	0.452060000
0.251190000	0.423110000
0.316230000	0.366522000
0.327800000	0.357985000
0.398110000	0.313524000
0.408000000	0.308133000
0.501190000	0.265118000
0.630960000	0.221894000
0.794330000	0.184057000
1.000000000	0.151500000
1.454530000	0.108893000
1.995260000	0.081582000
2.511890000	0.065808400
3.162280000	0.052924400
3.814040000	0.044243500
3.981070000	0.042458600
5.011870000	0.033995000
6.309570000	0.027175100
7.943280000	0.021695500
10.000000000	0.017303100
