   489.383     0.182    35.502     8.797      1.70         5  
   489.073     0.076    39.468     6.151      1.77         6  
   489.145     0.082    47.972     4.902      1.85         7  
   489.150     0.083    41.999     5.346      1.92         8  
   489.174     0.070    50.199     4.795      2.00         9  
   489.008     0.082    45.207     6.047      2.10        10  
   488.990     0.088    55.069     7.055      2.20        11  
   489.005     0.090    42.121     7.144      2.30        12  
   488.986     0.078    42.739     4.825      2.40        13  
   488.899     0.083    36.744     5.113      2.50        14  
   489.158     0.101    40.316     5.660      2.60        15  
   489.145     0.154    42.125    19.258      2.70        16  
   488.910     0.131    28.396     6.375      2.80        17  
   488.605     0.101    33.910     5.641      2.90        18  
   489.073     0.105    16.401     2.887      3.00        19  
   488.879     0.177    35.602    16.356      3.10        20  
