0.7660444431	1149.155	0.014	
0.5735764364	1149.133	0.015	
0.4694715628	1149.085	0.015	
0.2588190451	1149.027	0.014	
0.0000000000	1148.975	0.013	
-0.2079116908	1148.918	0.015	
-0.5735764364	1148.797	0.014	
-0.7313537016	1148.773	0.014	
-0.8191520443	1148.738	0.015	
-0.8660254038	1148.725	0.014	










