  1124.797     0.116    47.684     4.414      1.70         5  
  1124.899     0.067    78.838     3.639      1.77         6  
  1124.895     0.063    97.431     4.176      1.85         7  
  1124.903     0.056   119.770     4.402      1.92         8  
  1124.981     0.052   138.311     4.486      2.00         9  
  1124.901     0.042   160.100     3.418      2.10        10  
  1124.884     0.046   176.558     4.666      2.20        11  
  1124.964     0.045   215.014     5.427      2.30        12  
  1125.019     0.044   271.231     6.284      2.40        13  
  1125.056     0.044   316.829     6.855      2.50        14  
  1125.035     0.044   324.248     7.105      2.60        15  
  1125.019     0.046   347.576     8.159      2.70        16  
  1125.031     0.041   391.097     7.345      2.80        17  
  1124.981     0.044   393.059     8.717      2.90        18  
  1124.981     0.041   396.738     6.912      3.00        19  
  1124.970     0.044   409.764     9.229      3.10        20  
