  1129.455     0.045   322.204     8.353      1.40         1  
  1129.451     0.045   397.321    10.337      1.48         2  
  1129.426     0.041   458.972     9.011      1.55         3  
  1129.457     0.039   521.583    10.165      1.62         4  
  1129.424     0.037   552.660     8.449      1.70         5  
  1129.445     0.035   607.340     7.004      1.77         6  
  1129.425     0.036   633.548     7.775      1.85         7  
  1129.453     0.036   665.851     7.914      1.92         8  
  1129.458     0.035   694.318     7.811      2.00         9  
  1129.438     0.034   716.556     5.761      2.10        10  
  1129.462     0.035   735.692     7.526      2.20        11  
  1129.448     0.035   748.908     8.289      2.30        12  
  1129.420     0.035   835.759     9.421      2.40        13  
  1129.415     0.036   879.650     9.958      2.50        14  
  1129.400     0.037   894.611    10.515      2.60        15  
  1129.401     0.038   922.527    11.809      2.70        16  
  1129.380     0.036   926.646    10.396      2.80        17  
  1129.401     0.038   920.204    12.573      2.90        18  
  1129.396     0.037   924.925     9.565      3.00        19  
  1129.393     0.038   920.312    12.941      3.10        20  
