265  1500 0    9000
548  960  0    9000
888  3700 0    9000
962  3200 0    9000 
1061 3200 1300 4840
1148 1200 0    9000
1210 1400 0    9000
1275 120  10   10
1357 100  20   20
1400 2100 0    9000
1453 3400 1300 5600
