  1195.273     0.020     0.059     0.059    40.000         1
  1195.264     0.019     0.059     0.059    55.000         2
  1195.233     0.019     0.053     0.053    62.000         3
  1195.142     0.020     0.064     0.064    75.000         4
  1195.116     0.023     0.071     0.071    90.000         5
  1195.093     0.022     0.067     0.067   102.000         6
  1194.987     0.020     0.055     0.055   125.000         7
  1194.932     0.022     0.054     0.054   137.000         8
  1194.877     0.021     0.054     0.054   145.000         9
  1194.874     0.019     0.056     0.056   150.000        10
