  
   901.166     0.117    13.555     2.817      1.92         8  
   900.687     0.146    33.789     4.968      2.00         9  
   900.756     0.096    60.173     5.427      2.10        10  
   900.890     0.081    71.719     5.513      2.20        11  
   900.788     0.088    78.417     6.175      2.30        12  
   900.855     0.070   104.388     8.937      2.40        13  
   901.006     0.082    96.183     6.466      2.50        14  
   901.061     0.089    91.411     6.866      2.60        15  
   901.067     0.096    87.299     6.896      2.70        16  
   901.089     0.086    87.661     6.334      2.80        17  
   901.215     0.095    81.003     6.408      2.90        18  
   901.313     0.095    83.359     6.676      3.00        19  
   901.512     0.117    92.061     9.819      3.10        20  
