   937.273     0.168    17.296     2.767      1.77         6  
   937.289     0.101    24.218     3.292      1.92         8  
   937.195     0.088    47.932     6.523      2.00         9  
   937.064     0.079    28.517     3.002      2.10        10  
   937.245     0.103    34.085     4.340      2.20        11  
   937.157     0.079    54.015     6.176      2.40        13  
   937.122     0.089    66.777     6.833      2.50        14  
   937.113     0.080    56.984     5.779      2.60        15  
   937.112     0.086    66.923     9.012      2.70        16  
   937.041     0.086    73.758     8.470      2.80        17  
   937.125     0.063    93.369     7.818      2.90        18  
   937.016     0.058    84.149     4.119      3.00        19  
   937.038     0.072    82.463     8.113      3.10        20  
