   334.065     0.036    86.811     4.401      1.40         1  
   334.124     0.034   155.683     7.745      1.48         2  
   334.159     0.024   187.842     5.165      1.55         3  
   334.144     0.019   231.484     4.577      1.62         4  
   334.137     0.018   264.366     4.556      1.70         5  
   334.133     0.016   296.885     4.306      1.77         6  
   334.099     0.016   324.513     4.389      1.85         7  
   334.103     0.015   361.755     4.105      1.92         8  
   334.102     0.016   382.512     5.756      2.00         9  
   334.109     0.014   416.894     4.462      2.10        10  
   334.101     0.014   425.156     4.706      2.20        11  
   334.086     0.015   465.216     5.819      2.30        12  
   334.116     0.015   493.906     6.581      2.40        13  
   334.135     0.014   524.598     5.884      2.50        14  
   334.148     0.016   550.991     6.546      2.60        15  
   334.111     0.019   567.656     7.107      2.70        16  
   334.115     0.015   593.896     7.358      2.80        17  
   334.142     0.015   611.807     5.596      2.90        18  
   334.137     0.014   600.607     6.158      3.00        19  
   334.132     0.015   599.221     7.406      3.10        20  
