  1220.472     0.110     0.526     0.526    40.000         1
  1220.263     0.058     0.272     0.272    47.000         2
  1220.325     0.067     0.313     0.313    55.000         3
  1220.214     0.072     0.340     0.340    62.000         4
  1220.247     0.076     0.363     0.363    75.000         5
  1220.015     0.094     0.449     0.449    90.000         6
  1220.133     0.096     0.461     0.461   102.000         7
  1219.968     0.055     0.257     0.257   125.000         8
  1219.974     0.085     0.407     0.407   140.000         9
  1220.103     0.059     0.276     0.276   150.000        10
     0.000     0.000     0.000     0.000     0.000         0
