   260.108     0.016   528.272     8.032      1.40         1  
   260.124     0.016   624.510     8.224      1.48         2  
   260.106     0.016   647.025     9.092      1.55         3  
   260.134     0.014   698.988     8.326      1.62         4  
   260.122     0.013   713.299     6.843      1.70         5  
   260.127     0.015   751.707     9.543      1.77         6  
   260.126     0.014   763.680     8.370      1.85         7  
   260.142     0.012   768.096     5.865      1.92         8  
   260.143     0.013   794.222     6.935      2.00         9  
   260.155     0.012   802.375     6.602      2.10        10  
   260.146     0.014   818.046     9.192      2.20        11  
   260.141     0.013   887.934     8.579      2.30        12  
   260.143     0.013   985.167    11.331      2.40        13  
   260.140     0.014   998.991    12.522      2.50        14  
   260.155     0.014  1042.336    10.091      2.60        15  
   260.138     0.019  1044.061    16.660      2.70        16  
   260.123     0.015  1054.718    15.123      2.80        17  
   260.124     0.014  1054.525     8.748      2.90        18  
   260.148     0.014   992.158    13.096      3.00        19  
   260.143     0.014   975.503    12.619      3.10        20  
