   321.998     0.075    44.884     5.261      1.40         1  
   322.077     0.061    53.961     4.692      1.48         2  
   321.970     0.074    43.511     5.835      1.55         3  
   322.007     0.042    69.139     4.038      1.62         4  
   322.030     0.043    68.359     4.001      1.70         5  
   321.975     0.030    83.364     4.172      1.77         6  
   321.971     0.030    87.803     3.516      1.85         7  
   322.000     0.033    89.336     4.219      1.92         8  
   321.996     0.026    95.714     4.123      2.00         9  
   322.019     0.033    88.412     4.585      2.10        10  
   322.000     0.030    97.499     4.163      2.20        11  
   322.023     0.033    99.696     4.606      2.30        12  
   322.028     0.031   118.285     5.308      2.40        13  
   321.981     0.027   122.049     4.463      2.50        14  
   322.022     0.030   111.349     4.678      2.60        15  
   322.015     0.030   123.795     4.892      2.70        16  
   322.041     0.033   136.307     6.225      2.80        17  
   322.056     0.026   130.657     4.444      2.90        18  
   322.000     0.027   122.977     4.665      3.00        19  
   322.044     0.031   122.601     5.227      3.10        20  
