  1195.154     0.046   457.877    11.141      1.40         1  
  1195.108     0.041   601.995     9.515      1.48         2  
  1195.112     0.041   702.485    11.145      1.55         3  
  1195.134     0.037   889.169     9.928      1.62         4  
  1195.130     0.037  1003.321    10.782      1.70         5  
  1195.140     0.036  1082.688     9.688      1.77         6  
  1195.123     0.036  1131.821    10.082      1.85         7  
  1195.120     0.036  1166.078     9.999      1.92         8  
  1195.143     0.036  1170.685    10.018      2.00         9  
  1195.109     0.035  1132.947     8.398      2.10        10  
  1195.139     0.036  1078.304     8.651      2.20        11  
  1195.146     0.036  1014.267     9.443      2.30        12  
  1195.121     0.037   991.523     9.834      2.40        13  
  1195.152     0.038   942.553    10.512      2.50        14  
  1195.083     0.039   929.136    12.198      2.60        15  
  1195.071     0.039   917.834    10.218      2.70        16  
  1195.070     0.039   909.133    11.683      2.80        17  
  1195.050     0.040   902.441    11.931      2.90        18  
  1195.065     0.039   892.738     8.158      3.00        19  
  1195.061     0.040   873.027    10.830      3.10        20 
