  1637.352     0.186    33.427     5.369      1.70         5  
  1637.290     0.106    52.452     4.146      1.77         6  
  1637.121     0.102    55.734     4.762      1.85         7  
  1637.228     0.084    55.883     3.603      1.92         8  
  1637.236     0.075    68.228     3.485      2.00         9  
  1637.295     0.089    68.306     4.810      2.10        10  
  1637.450     0.092    62.590     4.991      2.20        11  
  1637.324     0.110    77.756     6.305      2.30        12  
  1637.453     0.097    61.674     5.095      2.40        13  
  1637.610     0.091    68.073     4.814      2.50        14  
  1637.527     0.089    65.348     4.527      2.60        15  
  1637.526     0.130    60.785     6.175      2.70        16  
  1637.420     0.134    60.019     6.553      2.80        17  
  1637.291     0.101    58.833     4.806      2.90        18  
  1637.480     0.117    63.417     5.491      3.00        19  
  1637.665     0.151    70.819     9.286      3.10        20  
